complex,seed,rmsd
6YRV_PJ8,7,2.3789
6YRV_PJ8,8,1.3025
6YRV_PJ8,9,3.5447
6YSP_PAL,0,1.6785
6YSP_PAL,1,0.8702
6YSP_PAL,10,1.5737
6YSP_PAL,11,1.2630
6YSP_PAL,12,1.4688
6YSP_PAL,13,0.9884
6YSP_PAL,14,1.2133
6YSP_PAL,15,1.0646
6YSP_PAL,16,0.9008
6YSP_PAL,17,1.3178
6YSP_PAL,18,1.3479
6YSP_PAL,19,1.0782
6YSP_PAL,2,1.5367
6YSP_PAL,20,1.3919
6YSP_PAL,21,1.2542
6YSP_PAL,22,0.9459
6YSP_PAL,23,0.9725
6YSP_PAL,24,0.9152
6YSP_PAL,25,0.9833
6YSP_PAL,26,1.5677
6YSP_PAL,27,1.4128
6YSP_PAL,28,0.6700
6YSP_PAL,29,0.9981
6YSP_PAL,3,1.5083
6YSP_PAL,30,1.3860
6YSP_PAL,31,1.0656
6YSP_PAL,32,1.5765
6YSP_PAL,33,1.9694
6YSP_PAL,34,1.5094
6YSP_PAL,35,0.9983
6YSP_PAL,36,1.1358
6YSP_PAL,37,1.1199
6YSP_PAL,38,2.4085
6YSP_PAL,39,0.9126
6YSP_PAL,4,1.2822
6YSP_PAL,5,1.1583
6YSP_PAL,6,1.7254
6YSP_PAL,7,1.0006
6YSP_PAL,8,1.5221
6YSP_PAL,9,0.9645
6YT6_PKE,0,2.9354
6YT6_PKE,1,1.5004
6YT6_PKE,10,1.8123
6YT6_PKE,11,1.5929
6YT6_PKE,12,1.4045
6YT6_PKE,13,1.8568
6YT6_PKE,14,1.8279
6YT6_PKE,15,2.6866
6YT6_PKE,16,2.6401
6YT6_PKE,17,4.7865
6YT6_PKE,18,1.1719
6YT6_PKE,19,1.7941
6YT6_PKE,2,0.7870
6YT6_PKE,20,2.6832
6YT6_PKE,21,1.7156
6YT6_PKE,22,2.7661
6YT6_PKE,23,0.8478
6YT6_PKE,24,1.8927
6YT6_PKE,25,1.2460
6YT6_PKE,26,2.5195
6YT6_PKE,27,2.5941
6YT6_PKE,28,1.7257
6YT6_PKE,29,1.5546
6YT6_PKE,3,1.6994
6YT6_PKE,30,1.9252
6YT6_PKE,31,1.8937
6YT6_PKE,32,1.7675
6YT6_PKE,33,2.8892
6YT6_PKE,34,1.1356
6YT6_PKE,35,3.0289
6YT6_PKE,36,2.6070
6YT6_PKE,37,2.5595
6YT6_PKE,38,2.7612
6YT6_PKE,39,3.0471
6YT6_PKE,4,1.3263
6YT6_PKE,5,1.6174
6YT6_PKE,6,1.5115
6YT6_PKE,7,1.2095
6YT6_PKE,8,2.3125
6YT6_PKE,9,2.3619
6YYO_Q1K,0,7.1222
6YYO_Q1K,1,7.1189
6YYO_Q1K,10,1.2478
6YYO_Q1K,11,7.0453
6YYO_Q1K,12,1.8446
6YYO_Q1K,13,1.6597
6YYO_Q1K,14,1.7956
6YYO_Q1K,15,1.0733
6YYO_Q1K,16,1.1643
6YYO_Q1K,17,7.0608
6YYO_Q1K,18,7.1508
6YYO_Q1K,19,7.0954
6YYO_Q1K,2,1.3052
6YYO_Q1K,20,7.1058
6YYO_Q1K,21,1.2781
6YYO_Q1K,22,7.2449
6YYO_Q1K,23,6.8126
6YYO_Q1K,24,7.0446
6YYO_Q1K,25,7.0235
6YYO_Q1K,26,7.0467
6YYO_Q1K,27,7.2636
6YYO_Q1K,27,7.3369
6YYO_Q1K,28,7.2551
6YYO_Q1K,29,2.3129
6YYO_Q1K,3,1.1370
6YYO_Q1K,30,0.5759
6YYO_Q1K,31,1.2654
6YYO_Q1K,32,1.3881
6YYO_Q1K,33,1.3071
6YYO_Q1K,34,0.9548
6YYO_Q1K,35,6.9481
6YYO_Q1K,36,1.0367
6YYO_Q1K,37,7.1508
6YYO_Q1K,38,7.1489
6YYO_Q1K,39,1.6985
6YYO_Q1K,4,7.1311
6YYO_Q1K,5,0.6763
6YYO_Q1K,6,1.2285
6YYO_Q1K,7,0.9166
6YYO_Q1K,8,1.3491
6YYO_Q1K,9,1.0819
6Z0R_Q4H,0,2.4057
6Z0R_Q4H,1,3.1798
6Z0R_Q4H,10,3.1980
6Z0R_Q4H,11,0.6238
6Z0R_Q4H,12,0.6835
6Z0R_Q4H,13,0.4263
6Z0R_Q4H,14,1.1081
6Z0R_Q4H,15,0.5067
6Z0R_Q4H,16,1.8268
6Z0R_Q4H,17,3.3020
6Z0R_Q4H,18,2.7184
6Z0R_Q4H,19,3.0555
6Z0R_Q4H,2,0.8295
6Z0R_Q4H,20,2.4236
6Z0R_Q4H,21,2.3474
6Z0R_Q4H,22,1.0254
6Z0R_Q4H,23,0.7690
6Z0R_Q4H,24,2.9316
6Z0R_Q4H,25,2.3162
6Z0R_Q4H,26,0.9914
6Z0R_Q4H,27,1.8346
6Z0R_Q4H,28,2.5993
6Z0R_Q4H,29,1.3841
6Z0R_Q4H,3,3.1264
6Z0R_Q4H,30,1.2206
6Z0R_Q4H,31,0.4377
6Z0R_Q4H,32,2.4103
6Z0R_Q4H,33,2.9801
6Z0R_Q4H,34,3.2364
6Z0R_Q4H,35,0.5374
6Z0R_Q4H,36,0.3810
6Z0R_Q4H,37,2.9062
6Z0R_Q4H,38,0.5215
6Z0R_Q4H,39,2.7440
6Z0R_Q4H,4,3.2726
6Z0R_Q4H,5,1.8111
6Z0R_Q4H,6,1.4258
6Z0R_Q4H,7,0.6489
6Z0R_Q4H,8,1.7455
6Z0R_Q4H,9,2.5796
6Z14_Q4Z,0,1.3122
6Z14_Q4Z,1,1.2076
6Z14_Q4Z,10,1.5763
6Z14_Q4Z,11,1.3240
6Z14_Q4Z,12,1.4034
6Z14_Q4Z,13,2.3949
6Z14_Q4Z,14,1.3465
6Z14_Q4Z,15,1.2127
6Z14_Q4Z,16,1.4206
6Z14_Q4Z,17,0.9083
6Z14_Q4Z,18,1.4264
6Z14_Q4Z,19,2.7121
6Z14_Q4Z,2,1.7729
6Z14_Q4Z,20,1.5985
6Z14_Q4Z,21,1.0293
6Z14_Q4Z,22,1.2832
6Z14_Q4Z,23,1.1332
6Z14_Q4Z,24,1.3302
6Z14_Q4Z,25,1.3301
6Z14_Q4Z,26,2.7401
6Z14_Q4Z,27,1.8924
6Z14_Q4Z,28,1.5940
6Z14_Q4Z,29,1.3169
6Z14_Q4Z,3,1.1986
6Z14_Q4Z,30,2.7245
6Z14_Q4Z,31,1.5207
6Z14_Q4Z,32,1.6471
6Z14_Q4Z,33,1.7913
6Z14_Q4Z,34,1.5202
6Z14_Q4Z,35,1.3904
6Z14_Q4Z,36,1.4525
6Z14_Q4Z,37,1.7011
6Z14_Q4Z,38,1.5756
6Z14_Q4Z,39,0.6787
6Z14_Q4Z,4,1.3670
6Z14_Q4Z,5,1.2862
6Z14_Q4Z,6,1.7533
6Z14_Q4Z,7,2.3207
6Z14_Q4Z,8,1.3215
6Z14_Q4Z,9,1.2631
6Z1C_7EY,0,5.7786
6Z1C_7EY,1,1.4538
6Z1C_7EY,10,2.4840
6Z1C_7EY,11,4.7040
6Z1C_7EY,12,0.9976
6Z1C_7EY,13,0.8770
6Z1C_7EY,14,0.6667
6Z1C_7EY,15,0.9102
6Z1C_7EY,16,1.0176
6Z1C_7EY,17,0.6888
6Z1C_7EY,18,1.4727
6Z1C_7EY,19,1.1048
6Z1C_7EY,2,3.0036
6Z1C_7EY,20,1.2699
6Z1C_7EY,21,1.0702
6Z1C_7EY,22,0.9126
6Z1C_7EY,23,1.2585
6Z1C_7EY,24,0.6746
6Z1C_7EY,25,1.0114
6Z1C_7EY,26,0.8363
6Z1C_7EY,27,1.2808
6Z1C_7EY,28,5.2700
6Z1C_7EY,29,1.3143
6Z1C_7EY,3,2.5833
6Z1C_7EY,30,1.0192
6Z1C_7EY,31,4.8629
6Z1C_7EY,32,0.7620
6Z1C_7EY,33,1.3815
6Z1C_7EY,34,1.1767
6Z1C_7EY,35,1.0565
6Z1C_7EY,36,5.0490
6Z1C_7EY,37,2.9315
6Z1C_7EY,38,0.7827
6Z1C_7EY,39,0.8342
6Z1C_7EY,4,2.8546
6Z1C_7EY,5,5.2596
6Z1C_7EY,6,2.5209
6Z1C_7EY,7,1.1059
6Z1C_7EY,8,0.8189
6Z1C_7EY,9,0.7876
6Z2C_Q5E,0,2.3688
6Z2C_Q5E,1,1.9879
6Z2C_Q5E,10,1.4568
6Z2C_Q5E,11,1.0377
6Z2C_Q5E,12,1.9872
6Z2C_Q5E,13,1.3768
6Z2C_Q5E,14,1.3574
6Z2C_Q5E,15,2.0008
6Z2C_Q5E,16,3.0295
6Z2C_Q5E,17,3.4048
6Z2C_Q5E,18,2.3193
6Z2C_Q5E,19,2.1261
6Z2C_Q5E,2,1.1518
6Z2C_Q5E,20,3.2038
6Z2C_Q5E,21,1.4292
6Z2C_Q5E,22,1.3820
6Z2C_Q5E,23,2.8644
6Z2C_Q5E,24,3.2594
6Z2C_Q5E,25,1.4487
6Z2C_Q5E,26,2.6987
6Z2C_Q5E,27,4.7074
6Z2C_Q5E,28,2.7529
6Z2C_Q5E,29,3.1523
6Z2C_Q5E,3,3.9345
6Z2C_Q5E,30,1.8783
6Z2C_Q5E,31,2.4721
6Z2C_Q5E,32,2.5611
6Z2C_Q5E,33,3.0430
6Z2C_Q5E,34,2.7735
6Z2C_Q5E,35,2.6089
6Z2C_Q5E,36,1.1034
6Z2C_Q5E,37,3.1223
6Z2C_Q5E,38,2.4643
6Z2C_Q5E,39,2.6306
6Z2C_Q5E,4,3.3225
6Z2C_Q5E,5,2.5742
6Z2C_Q5E,6,1.1681
6Z2C_Q5E,7,2.9317
6Z2C_Q5E,8,3.2010
6Z2C_Q5E,9,2.4783
6Z4N_Q7B,0,4.2237
6Z4N_Q7B,1,6.0407
6Z4N_Q7B,10,4.3743
6Z4N_Q7B,11,4.3130
6Z4N_Q7B,12,4.7076
6Z4N_Q7B,13,3.7075
6Z4N_Q7B,14,4.6890
6Z4N_Q7B,15,1.3075
6Z4N_Q7B,16,1.1149
6Z4N_Q7B,17,4.6523
6Z4N_Q7B,18,4.9769
6Z4N_Q7B,19,4.5439
6Z4N_Q7B,2,4.6509
6Z4N_Q7B,20,4.4770
6Z4N_Q7B,21,4.1284
6Z4N_Q7B,22,2.1268
6Z4N_Q7B,23,4.7662
6Z4N_Q7B,24,4.0317
6Z4N_Q7B,25,4.1535
6Z4N_Q7B,26,4.3398
6Z4N_Q7B,27,4.6586
6Z4N_Q7B,28,3.9264
6Z4N_Q7B,29,4.4235
6Z4N_Q7B,3,4.4433
6Z4N_Q7B,30,3.9860
6Z4N_Q7B,31,4.4337
6Z4N_Q7B,32,4.7541
6Z4N_Q7B,33,4.7673
6Z4N_Q7B,34,4.5082
6Z4N_Q7B,35,4.7252
6Z4N_Q7B,36,4.9311
6Z4N_Q7B,37,4.4484
6Z4N_Q7B,38,3.9065
6Z4N_Q7B,39,1.7168
6Z4N_Q7B,4,4.3178
6Z4N_Q7B,5,4.5672
6Z4N_Q7B,6,4.9326
6Z4N_Q7B,7,4.1382
6Z4N_Q7B,8,5.0721
6Z4N_Q7B,9,4.5751
6ZAE_ACV,0,2.6087
6ZAE_ACV,1,2.9393
6ZAE_ACV,10,2.2802
6ZAE_ACV,11,2.5228
6ZAE_ACV,12,2.5242
6ZAE_ACV,13,8.5299
6ZAE_ACV,14,2.2932
6ZAE_ACV,15,8.7392
6ZAE_ACV,16,3.1838
6ZAE_ACV,17,9.0284
6ZAE_ACV,18,2.2363
6ZAE_ACV,19,8.7853
6ZAE_ACV,2,2.3493
6ZAE_ACV,20,8.1904
6ZAE_ACV,21,1.9100
6ZAE_ACV,22,2.2848
6ZAE_ACV,23,8.6252
6ZAE_ACV,24,2.7510
6ZAE_ACV,25,8.8123
6ZAE_ACV,26,8.7642
6ZAE_ACV,27,8.7680
6ZAE_ACV,28,8.9333
6ZAE_ACV,29,2.2853
6ZAE_ACV,3,3.0921
6ZAE_ACV,30,2.6770
6ZAE_ACV,31,8.4021
6ZAE_ACV,32,8.7908
6ZAE_ACV,33,9.0559
6ZAE_ACV,34,2.2536
6ZAE_ACV,35,8.1915
6ZAE_ACV,36,3.5481
6ZAE_ACV,37,2.5495
6ZAE_ACV,38,3.3857
6ZAE_ACV,39,2.8778
6ZAE_ACV,4,2.0610
6ZAE_ACV,5,8.6764
6ZAE_ACV,6,9.0777
6ZAE_ACV,7,8.7565
6ZAE_ACV,8,2.7834
6ZAE_ACV,9,2.2255
6ZC3_JOR,0,0.5737
6ZC3_JOR,1,4.3331
6ZC3_JOR,10,2.5959
6ZC3_JOR,11,3.8845
6ZC3_JOR,12,1.5936
6ZC3_JOR,13,3.8546
6ZC3_JOR,14,3.1140
6ZC3_JOR,15,3.7777
6ZC3_JOR,16,4.7127
6ZC3_JOR,17,1.1211
6ZC3_JOR,18,2.8995
6ZC3_JOR,19,4.3353
6ZC3_JOR,2,1.5877
6ZC3_JOR,20,2.3222
6ZC3_JOR,21,1.3625
6ZC3_JOR,22,1.5407
6ZC3_JOR,23,4.3152
6ZC3_JOR,24,3.5464
6ZC3_JOR,25,1.3468
6ZC3_JOR,26,1.3963
6ZC3_JOR,27,4.3785
6ZC3_JOR,28,2.3035
6ZC3_JOR,29,4.2992
6ZC3_JOR,3,1.6682
6ZC3_JOR,30,2.7981
6ZC3_JOR,31,4.3856
6ZC3_JOR,32,1.5668
6ZC3_JOR,33,2.9433
6ZC3_JOR,34,3.7973
6ZC3_JOR,35,3.7070
6ZC3_JOR,36,4.2276
6ZC3_JOR,37,1.5390
6ZC3_JOR,38,1.3939
6ZC3_JOR,39,1.5744
6ZC3_JOR,4,4.4668
6ZC3_JOR,5,1.9448
6ZC3_JOR,6,3.9364
6ZC3_JOR,7,1.1754
6ZC3_JOR,8,1.0280
6ZC3_JOR,9,2.8432
6ZCY_QF8,0,1.4444
6ZCY_QF8,1,0.8273
6ZCY_QF8,10,0.9593
6ZCY_QF8,11,0.6907
6ZCY_QF8,12,2.9500
6ZCY_QF8,13,2.1302
6ZCY_QF8,14,0.5951
6ZCY_QF8,15,0.7572
6ZCY_QF8,16,0.9785
6ZCY_QF8,17,2.9290
6ZCY_QF8,18,2.9446
6ZCY_QF8,19,2.9419
6ZCY_QF8,2,0.6843
6ZCY_QF8,20,2.5586
6ZCY_QF8,21,0.5638
6ZCY_QF8,22,7.6348
6ZCY_QF8,23,1.4075
6ZCY_QF8,24,0.4893
6ZCY_QF8,25,1.0701
6ZCY_QF8,26,7.2676
6ZCY_QF8,27,2.6876
6ZCY_QF8,28,1.9519
6ZCY_QF8,29,3.4174
6ZCY_QF8,3,1.2189
6ZCY_QF8,30,1.0738
6ZCY_QF8,31,0.9128
6ZCY_QF8,32,1.1266
6ZCY_QF8,33,0.6523
6ZCY_QF8,34,3.0726
6ZCY_QF8,35,2.9298
6ZCY_QF8,36,1.8892
6ZCY_QF8,37,1.0276
6ZCY_QF8,38,0.9691
6ZCY_QF8,39,2.5163
6ZCY_QF8,4,1.0855
6ZCY_QF8,5,6.6021
6ZCY_QF8,6,0.8728
6ZCY_QF8,7,0.5739
6ZCY_QF8,8,1.0001
6ZCY_QF8,9,1.0154
6ZK5_IMH,0,1.9912
6ZK5_IMH,1,1.2658
6ZK5_IMH,10,2.9674
6ZK5_IMH,11,2.5594
6ZK5_IMH,12,2.1860
6ZK5_IMH,13,0.8071
6ZK5_IMH,14,2.2561
6ZK5_IMH,15,1.3906
6ZK5_IMH,16,2.1881
6ZK5_IMH,17,2.2599
6ZK5_IMH,18,2.2942
6ZK5_IMH,19,2.9496
6ZK5_IMH,2,0.9642
6ZK5_IMH,20,2.5766
6ZK5_IMH,21,0.9005
6ZK5_IMH,22,2.0231
6ZK5_IMH,23,1.8640
6ZK5_IMH,24,1.2156
6ZK5_IMH,25,1.4116
6ZK5_IMH,26,0.9370
6ZK5_IMH,27,0.8269
6ZK5_IMH,28,1.0575
6ZK5_IMH,29,2.2775
6ZK5_IMH,3,2.9360
6ZK5_IMH,30,5.8235
6ZK5_IMH,31,1.1607
6ZK5_IMH,32,1.9786
6ZK5_IMH,33,2.3761
6ZK5_IMH,34,2.3336
6ZK5_IMH,35,2.1588
6ZK5_IMH,36,2.1236
6ZK5_IMH,37,3.1891
6ZK5_IMH,38,2.3359
6ZK5_IMH,39,3.0111
6ZK5_IMH,4,1.2910
6ZK5_IMH,5,1.2331
6ZK5_IMH,6,1.6181
6ZK5_IMH,7,1.3975
6ZK5_IMH,8,2.1813
6ZK5_IMH,9,2.2041
6ZPB_3D1,0,1.8477
6ZPB_3D1,1,2.5130
6ZPB_3D1,10,1.8773
6ZPB_3D1,11,1.5315
6ZPB_3D1,12,1.1562
6ZPB_3D1,13,2.8585
6ZPB_3D1,14,1.8264
6ZPB_3D1,15,0.5610
6ZPB_3D1,16,1.3736
6ZPB_3D1,17,1.4398
6ZPB_3D1,18,1.0595
6ZPB_3D1,19,0.5659
6ZPB_3D1,2,1.6791
6ZPB_3D1,20,2.5738
6ZPB_3D1,21,0.8852
6ZPB_3D1,22,2.5952
6ZPB_3D1,23,0.6370
6ZPB_3D1,24,0.5772
6ZPB_3D1,25,0.6678
6ZPB_3D1,26,2.1597
6ZPB_3D1,27,0.6866
6ZPB_3D1,28,0.9869
6ZPB_3D1,29,0.4652
6ZPB_3D1,3,0.7334
6ZPB_3D1,30,2.6340
6ZPB_3D1,31,2.4622
6ZPB_3D1,32,1.5483
6ZPB_3D1,33,2.2222
6ZPB_3D1,34,1.1294
6ZPB_3D1,35,1.1384
6ZPB_3D1,36,0.6444
6ZPB_3D1,37,1.3132
6ZPB_3D1,38,1.2862
6ZPB_3D1,39,2.4153
6ZPB_3D1,4,2.4398
6ZPB_3D1,5,1.4028
6ZPB_3D1,6,2.4619
6ZPB_3D1,7,1.4260
6ZPB_3D1,8,1.1204
6ZPB_3D1,9,1.4311
7A1P_QW2,0,4.1363
7A1P_QW2,1,3.1904
7A1P_QW2,10,4.0920
7A1P_QW2,11,4.2973
7A1P_QW2,12,1.5174
7A1P_QW2,13,1.1723
7A1P_QW2,14,4.2648
7A1P_QW2,15,4.3974
7A1P_QW2,16,1.5570
7A1P_QW2,17,1.1923
7A1P_QW2,18,4.2369
7A1P_QW2,19,0.9583
7A1P_QW2,2,4.1229
7A1P_QW2,20,4.3922
7A1P_QW2,21,1.4375
7A1P_QW2,22,0.9596
7A1P_QW2,23,4.1929
7A1P_QW2,24,4.9303
7A1P_QW2,25,1.1223
7A1P_QW2,26,1.3383
7A1P_QW2,27,1.1243
7A1P_QW2,28,1.0934
7A1P_QW2,29,4.1214
7A1P_QW2,3,4.0411
7A1P_QW2,30,4.9652
7A1P_QW2,31,4.2669
7A1P_QW2,32,4.6663
7A1P_QW2,33,4.7168
7A1P_QW2,34,4.0706
7A1P_QW2,35,1.0376
7A1P_QW2,36,1.2846
7A1P_QW2,37,4.0355
7A1P_QW2,38,4.0964
7A1P_QW2,38,1.5252
7A1P_QW2,39,3.9331
7A1P_QW2,4,4.2335
7A1P_QW2,5,1.3107
7A1P_QW2,6,4.1038
7A1P_QW2,7,4.2246
7A1P_QW2,8,4.0162
7A1P_QW2,9,4.2512
7A9E_R4W,0,1.9563
7A9E_R4W,1,2.9168
7A9E_R4W,10,2.6453
7A9E_R4W,11,0.9809
7A9E_R4W,12,1.9830
7A9E_R4W,13,2.6558
7A9E_R4W,14,2.7882
7A9E_R4W,15,0.9598
7A9E_R4W,16,1.5363
7A9E_R4W,17,2.1181
7A9E_R4W,18,2.1799
7A9E_R4W,19,2.8774
7A9E_R4W,2,1.9362
7A9E_R4W,20,2.5396
7A9E_R4W,21,2.8147
7A9E_R4W,22,1.8794
7A9E_R4W,23,2.5475
7A9E_R4W,24,2.0359
7A9E_R4W,25,2.9336
7A9E_R4W,26,2.6958
7A9E_R4W,27,2.8161
7A9E_R4W,28,2.7755
7A9E_R4W,29,1.7219
7A9E_R4W,3,2.2795
7A9E_R4W,30,2.5332
7A9E_R4W,31,2.7026
7A9E_R4W,32,2.8520
7A9E_R4W,33,2.7491
7A9E_R4W,34,2.5095
7A9E_R4W,35,2.4985
7A9E_R4W,36,2.8722
7A9E_R4W,37,2.4521
7A9E_R4W,38,2.4609
7A9E_R4W,39,2.8947
7A9E_R4W,4,2.4717
7A9E_R4W,5,1.5600
7A9E_R4W,6,2.9318
7A9E_R4W,7,2.6412
7A9E_R4W,8,2.5772
7A9E_R4W,9,2.5769
7A9H_TPP,0,1.6947
7A9H_TPP,1,1.6277
7A9H_TPP,10,2.8902
7A9H_TPP,11,1.0463
7A9H_TPP,12,2.4782
7A9H_TPP,13,1.7753
7A9H_TPP,14,1.6836
7A9H_TPP,15,2.0027
7A9H_TPP,16,1.4117
7A9H_TPP,17,1.6682
7A9H_TPP,18,1.7589
7A9H_TPP,19,1.6114
7A9H_TPP,2,0.7731
7A9H_TPP,20,1.4929
7A9H_TPP,21,2.3381
7A9H_TPP,22,1.6296
7A9H_TPP,23,1.9376
7A9H_TPP,24,2.1889
7A9H_TPP,25,2.0745
7A9H_TPP,26,2.1157
7A9H_TPP,27,1.7311
7A9H_TPP,28,1.6077
7A9H_TPP,29,2.2843
7A9H_TPP,3,2.6215
7A9H_TPP,30,1.6205
7A9H_TPP,31,2.1550
7A9H_TPP,32,1.5925
7A9H_TPP,33,1.7290
7A9H_TPP,34,2.0626
7A9H_TPP,35,1.6729
7A9H_TPP,36,1.7945
7A9H_TPP,37,2.0323
7A9H_TPP,38,2.6143
7A9H_TPP,39,1.6992
7A9H_TPP,4,2.5635
7A9H_TPP,5,2.1696
7A9H_TPP,6,1.3954
7A9H_TPP,7,1.5161
7A9H_TPP,8,1.5816
7A9H_TPP,9,2.7180
7AFX_R9K,0,5.1647
7AFX_R9K,1,5.0234
7AFX_R9K,10,4.9715
7AFX_R9K,11,5.3239
7AFX_R9K,12,5.0546
7AFX_R9K,13,5.4441
7AFX_R9K,14,1.7260
7AFX_R9K,15,4.9737
7AFX_R9K,16,0.5931
7AFX_R9K,17,5.3568
7AFX_R9K,18,0.8909
7AFX_R9K,19,5.4436
7AFX_R9K,2,5.1507
7AFX_R9K,20,5.1924
7AFX_R9K,21,2.1985
7AFX_R9K,22,5.1409
7AFX_R9K,23,5.1463
7AFX_R9K,24,1.2542
7AFX_R9K,25,5.2285
7AFX_R9K,26,4.9815
7AFX_R9K,27,4.9738
7AFX_R9K,28,3.2909
7AFX_R9K,29,5.1867
7AFX_R9K,3,2.0394
7AFX_R9K,30,5.1489
7AFX_R9K,31,5.3157
7AFX_R9K,32,5.2791
7AFX_R9K,33,5.3662
7AFX_R9K,34,4.9788
7AFX_R9K,35,5.2160
7AFX_R9K,36,1.1106
7AFX_R9K,37,5.3449
7AFX_R9K,38,5.2827
7AFX_R9K,39,5.3215
7AFX_R9K,4,1.0434
7AFX_R9K,5,5.0945
7AFX_R9K,6,5.5086
7AFX_R9K,7,5.3324
7AFX_R9K,8,5.4508
7AFX_R9K,9,5.2647
7AKL_RK5,0,6.5350
7AKL_RK5,1,0.4249
7AKL_RK5,10,2.1257
7AKL_RK5,11,1.3177
7AKL_RK5,12,0.3176
7AKL_RK5,13,0.3422
7AKL_RK5,14,6.5917
7AKL_RK5,15,2.2014
7AKL_RK5,16,6.5631
7AKL_RK5,17,0.3448
7AKL_RK5,18,2.3650
7AKL_RK5,19,0.4907
7AKL_RK5,2,6.7976
7AKL_RK5,20,6.8037
7AKL_RK5,21,0.3827
7AKL_RK5,22,0.3481
7AKL_RK5,23,1.2823
7AKL_RK5,24,2.1021
7AKL_RK5,25,0.3469
7AKL_RK5,26,0.2695
7AKL_RK5,27,6.5583
7AKL_RK5,28,6.6071
7AKL_RK5,29,1.4145
7AKL_RK5,3,0.6135
7AKL_RK5,30,0.4939
7AKL_RK5,31,0.5180
7AKL_RK5,32,0.5803
7AKL_RK5,33,2.0604
7AKL_RK5,34,0.3852
7AKL_RK5,35,0.3972
7AKL_RK5,36,1.2432
7AKL_RK5,37,6.5283
7AKL_RK5,38,2.2598
7AKL_RK5,39,0.2293
7AKL_RK5,4,0.7587
7AKL_RK5,5,0.4002
7AKL_RK5,6,2.1174
7AKL_RK5,7,0.1651
7AKL_RK5,8,0.3357
7AKL_RK5,9,0.6601
7AN5_RDH,0,5.1779
7AN5_RDH,1,1.6388
7AN5_RDH,10,5.2764
7AN5_RDH,11,5.2100
7AN5_RDH,12,1.1744
7AN5_RDH,13,1.7226
7AN5_RDH,14,5.2678
7AN5_RDH,15,5.3322
7AN5_RDH,16,1.5840
7AN5_RDH,17,5.3014
7AN5_RDH,18,5.5863
7AN5_RDH,19,5.1069
7AN5_RDH,2,0.9425
7AN5_RDH,20,5.0389
7AN5_RDH,21,5.2326
7AN5_RDH,22,5.3747
7AN5_RDH,23,5.3024
7AN5_RDH,24,5.3043
7AN5_RDH,25,5.4756
7AN5_RDH,26,5.7840
7AN5_RDH,27,5.4241
7AN5_RDH,28,5.2993
7AN5_RDH,29,5.4697
7AN5_RDH,3,1.7560
7AN5_RDH,30,5.5724
7AN5_RDH,31,5.6665
7AN5_RDH,32,5.7821
7AN5_RDH,33,5.2398
7AN5_RDH,34,5.2424
7AN5_RDH,35,5.5088
7AN5_RDH,36,5.3266
7AN5_RDH,37,5.5839
7AN5_RDH,38,5.5687
7AN5_RDH,39,5.2718
7AN5_RDH,4,1.4635
7AN5_RDH,5,5.4445
7AN5_RDH,6,5.3115
7AN5_RDH,7,1.4362
7AN5_RDH,8,1.2393
7AN5_RDH,9,1.2350
7B2C_TP7,0,1.9557
7B2C_TP7,1,2.2619
7B2C_TP7,10,1.8943
7B2C_TP7,11,2.5273
7B2C_TP7,12,2.3242
7B2C_TP7,13,2.1248
7B2C_TP7,13,3.1765
7B2C_TP7,14,2.4572
7B2C_TP7,15,2.2818
7B2C_TP7,16,1.6492
7B2C_TP7,17,1.5746
7B2C_TP7,18,1.9658
7B2C_TP7,19,2.8173
7B2C_TP7,2,2.0217
7B2C_TP7,20,2.5759
7B2C_TP7,21,1.4199
7B2C_TP7,22,3.2285
7B2C_TP7,23,1.8653
7B2C_TP7,24,1.5402
7B2C_TP7,25,2.1318
7B2C_TP7,26,2.2395
7B2C_TP7,27,1.9148
7B2C_TP7,28,1.9591
7B2C_TP7,29,1.8453
7B2C_TP7,3,1.9810
7B2C_TP7,30,2.8215
7B2C_TP7,31,3.6054
7B2C_TP7,32,1.7260
7B2C_TP7,33,1.5802
7B2C_TP7,34,2.3197
7B2C_TP7,35,1.9408
7B2C_TP7,36,2.4475
7B2C_TP7,37,1.9561
7B2C_TP7,38,2.2702
7B2C_TP7,39,2.0069
7B2C_TP7,4,2.3522
7B2C_TP7,5,2.0254
7B2C_TP7,6,1.9912
7B2C_TP7,7,3.2534
7B2C_TP7,8,3.4308
7B2C_TP7,9,2.1076
7B94_ANP,0,1.4548
7B94_ANP,1,2.3124
7B94_ANP,10,2.1988
7B94_ANP,11,2.0279
7B94_ANP,12,1.9474
7B94_ANP,13,1.7199
7B94_ANP,14,2.0453
7B94_ANP,15,2.0058
7B94_ANP,16,1.0470
7B94_ANP,17,2.0837
7B94_ANP,18,1.1951
7B94_ANP,19,2.7555
7B94_ANP,2,2.6901
7B94_ANP,20,1.8798
7B94_ANP,21,1.5908
7B94_ANP,22,2.1731
7B94_ANP,23,1.8760
7B94_ANP,24,1.9552
7B94_ANP,25,2.3566
7B94_ANP,26,2.7689
7B94_ANP,27,2.0725
7B94_ANP,28,2.5158
7B94_ANP,29,1.8157
7B94_ANP,3,2.2043
7B94_ANP,30,1.8625
7B94_ANP,31,1.9065
7B94_ANP,32,1.7991
7B94_ANP,33,2.5258
7B94_ANP,34,2.1222
7B94_ANP,35,2.5390
7B94_ANP,36,2.4199
7B94_ANP,37,1.8520
